"W1","W2","rel"
"normalization","satin",0
"spell","yo-yo",0
"indebtedness","gillespie",0
"coziness","anteroom",0
"kelly","ban",0
"chorus","abbess",0
"capability","shelf",0
"edo","actualization",0
"heartburn","breastplate",0
"abutment","consciousness",0
"trance","crooner",0
"violation","possum",0
"wildcat","sensuality",0
"divorce","chordate",0
"samurai","transcript",0
"fright","malebranche",0
"adjudicator","hoot",0
"site","acne",0
"introduction","pavlov",0
"redundancy","knickers",0
"courier","charybdis",0
"pdl","fence",0
"clematis","algebra",0
"pineapple","meningitis",0
"digestion","greenpeace",0
"lease","italian",0
"approval","sparrow",0
"probability","sailor",0
"remembering","antelope",0
"moderation","strychnine",0
"racecourse","dominant",0
"ossification","journeying",0
"sufficiency","methodist",0
"pair","blackberry",0
"function","sparrow",0
"rival","mining",0
"acculturation","redneck",0
"estate","photo",0
"deposit","aphasia",0
"exam","scoreboard",0
"scaling","palestinian",0
"salvation","shrine",0
"mediator","feat",0
"victim","demolition",0
"caregiver","regime",0
"technocracy","merchandiser",0
"shoulder","salary",0
"invasion","spool",0
"warning","submersible",0
"law","colchicine",0
"clothing","thomism",0
"saltine","radiotherapy",0
"phase","jowl",0
"chalkboard","pretense",0
"caress","radiograph",0
"lloyd","subtraction",0
"constant","rootstock",0
"education","sioux",0
"confederation","loggerhead",0
"sock","guinness",0
"dress","rabies",0
"retainer","squirm",0
"bolivian","mastectomy",0
"sass","garage",0
"engine","oka",0
"steward","timidity",0
"ape","fractal",0
"route","frustration",0
"sterling","tuba",0
"generalship","scrotum",0
"incline","cent",0
"doomsday","microwave",0
"filmmaker","yen",0
"inventiveness","repairman",0
"cardholder","clef",0
"net","exploitation",0
"toroid","astor",0
"oligarchy","nourishment",0
"hack","advice",0
"booking","saxophone",0
"deposit","trial",0
"commotion","compatriot",0
"proscription","igg",0
"fighting","purcell",0
"lover","postage",0
"adjudication","booth",0
"japan","mafia",0
"fugitive","deceit",0
"solidification","glitter",0
"mile","handbag",0
"scholarship","carpal",0
"hydrophobia","rameau",0
"contrast","maintainer",0
"standing","wildcat",0
"vanity","clinician",0
"imaginary","secessionist",0
"wrongdoing","tumbler",0
"canadian","procedure",0
"cornbread","insignia",0
"adoption","erythropoietin",0
"challenger","theism",0
"engineer","emotion",0
"compassion","plaintiff",0
"similarity","chrysanthemum",0
"audit","sertraline",0
"rap","undercarriage",0
"convent","bukharin",0
"happiness","cowgirl",0
"amiability","hideaway",0
"mansion","condescension",0
"diver","pronoun",0
"specter","glycoprotein",0
"paragraph","chemoreceptor",0
"involvement","butler",0
"eld","bear",0
"notation","grapnel",0
"fair","masturbation",0
"spell","noblewoman",0
"homebody","lancelot",0
"peg","furosemide",0
"stenographer","manufacture",0
"gibberish","customer",0
"distortion","postmodernism",0
"generosity","turbine",0
"hesitation","broccoli",0
"assistance","rockwell",0
"real","endocardium",0
"battle","stuyvesant",0
"layover","tableland",0
"photometry","cookout",0
"hothead","fusillade",0
"compliance","cicerone",0
"universalism","skullcap",0
"nosedive","scorch",0
"bulletin","jefferson",0
"insult","sexpot",0
"looker","clef",0
"hotspot","pity",0
"guilt","lawgiver",0
"benefit","lounger",0
"average","pier",0
"postmodernism","multiple",0
"teaching","photograph",0
"nightlife","jfk",0
"soaking","anxiety",0
"scholar","hue",0
"jargon","wren",0
"disfavor","gynecologist",0
"succor","aardvark",0
"strength","chimney",0
"declaration","dolphin",0
"disrespect","feline",0
"urbanity","skier",0
"immigration","masseuse",0
"idolatry","ariana",0
"nook","gerund",0
"monopoly","fornication",0
"spiciness","pectoral",0
"wellington","actualization",0
"spasm","almanac",0
"earth","shallowness",0
"cleric","vedanta",0
"victim","sense",0
"folly","antipsychotic",0
"assignee","encephalitis",0
"divorcee","triangulation",0
"riot","downtown",0
"hess","vow",0
"viewer","bouffe",0
"withdrawal","glenn",0
"spoiler","formalism",0
"hanger","bet",0
"clearness","villa",0
"titillation","roaster",0
"testator","anxiety",0
"decoder","intensity",0
"creativity","footman",0
"hinduism","oasis",0
"humiliation","antidepressant",0
"dower","mane",0
"herd","rebel",0
"bra","confucianism",0
"supplier","glare",0
"purge","marigold",0
"fascism","bullpen",0
"picea","feline",0
"registrar","craze",0
"peace","kob",0
"zone","deception",0
"tobit","lizard",0
"heritage","solidification",0
"doom","sarah",0
"scent","politico",0
"twisting","rushmore",0
"idea","purcell",0
"fielder","jealousy",0
"adversary","gloss",0
"tournament","overall",0
"reasoning","moth",0
"undesirable","neoplasm",0
"doctrine","pud",0
"pasta","freeing",0
"sufficiency","endotoxin",0
"locution","domestic",0
"abuse","marini",0
"breakfast","tact",0
"vocation","buckwheat",0
"actuality","sandbank",0
"absence","christian",0
"preaching","aardvark",0
"conscience","saber",0
"boogie","showboat",0
"pretence","washcloth",0
"accomplishment","prayerbook",0
"fellowship","sculptor",0
"serving","mainsail",0
"sunfish","freehold",0
"patriarch","zest",0
"fragment","mitra",0
"attitude","madagascar",0
"imperfection","sarasota",0
"prosecution","shuttlecock",0
"sportswear","hydroponics",0
"instep","accreditation",0
"elite","millinery",0
"amateur","admission",0
"widower","kneel",0
"jello","final",0
"decade","frock",0
"yearning","mosul",0
"adequacy","bivalve",0
"era","invalid",0
"realist","revel",0
"dead","skylark",0
"consultation","mastiff",0
"training","volcanism",0
"breastplate","zit",0
"reverence","physic",0
"share","pedagogue",0
"fist","neoplasm",0
"preference","aorta",0
"attainment","cafeteria",0
"sorcerer","surf",0
"raiser","fulfillment",0
"puppy","overthrow",0
"laminitis","baldrick",0
"affair","net",0
"advert","disaccharide",0
"appropriateness","workstation",0
"lobby","cosmetologist",0
"fare","treaty",0
"wool","decree",0
"similarity","freezing",0
"hatch","penstemon",0
"frown","chainsaw",0
"lam","barley",0
"consultation","pelican",0
"compression","canine",0
"marriage","hardtop",0
"igniter","nisan",0
"hanger","exporting",0
"gestation","showboat",0
"negation","termite",0
"fever","nyasaland",0
"fight","infliximab",0
"trustee","identification",0
"clutter","super",0
"erythropoietin","cleaning",0
"vivarium","tryout",0
"madeira","toxemia",0
"isthmus","recompense",0
"duty","carpeting",0
"bayer","hysteria",0
"estimation","campanile",0
"blemish","camden",0
"admission","furosemide",0
"polygon","hound",0
"assassin","lunge",0
"mercy","assassin",0
"quinine","lancelot",0
"violinist","flowing",0
"caution","tarheel",0
"perception","cathedral",0
"white","pun",0
"orthography","commodity",0
"fancy","bowtie",0
"daring","bushman",0
"fan","compliment",0
"brightness","bannock",0
"maratha","phantom",0
"lawmaker","causa",0
"democracy","fluoxetine",0
"swinburne","inquisitiveness",0
"moslem","relinquishment",0
"mathematics","seahorse",0
"accounting","ambassador",0
"resource","conrad",0
"detonation","archeologist",0
"viscosity","komi",0
"inch","halter",0
"internationalism","spenser",0
"fringe","compton",0
"english","dunce",0
"destruction","cattleman",0
"framer","indoctrination",0
"reciprocity","sufferer",0
"discrepancy","snob",0
"prominence","donor",0
"percentage","newsman",0
"sponsor","unhappiness",0
"carbohydrate","uptick",0
"fennel","judaism",0
"plush","freemasonry",0
"survey","preventive",0
"equivalence","descendent",0
"homecoming","horney",0
"therapeutic","mercantilism",0
"antipsychotic","squirm",0
"armful","buffalo",0
"elite","featherweight",0
"esprit","cornbread",0
"odds","infiltrator",0
"citizenry","tom",0
"wrongdoing","refrigerator",0
"category","spud",0
"magenta","trimaran",0
"prowess","lemur",0
"idolatry","outerwear",0
"fossil","fiat",0
"thoughtfulness","nonbeliever",0
"hairdresser","litigation",0
"leo","lam",0
"stasis","hardtop",0
"precariousness","recruit",0
"patriarch","presentment",0
"moron","routine",0
"afternoon","paw",0
"falsehood","laughton",0
"flash","dulcinea",0
"endeavour","transformer",0
"parole","barrymore",0
"idea","reptilian",0
"alarmist","toxemia",0
"treater","leisure",0
"tension","pastry",0
"foodie","chord",0
"abuse","equipment",0
"tocharian","windowpane",0
"craton","monopoly",0
"listing","pompeii",0
"xenolith","claim",0
"mattress","tonsillectomy",0
"campus","comma",0
"tragedy","basel",0
"impulse","abutment",0
"fair","coupling",0
"molester","slander",0
"sharpness","therapeutic",0
"continent","ego",0
"trauma","calculus",0
"gestation","stonework",0
"agriculture","ostrogoth",0
"theologian","merchandising",0
"continuance","tit",0
"judicature","streptomycin",0
"departure","woodcock",0
"congress","surround",0
"touch","couverture",0
"bottom","demolition",0
"performer","malady",0
"blink","syndrome",0
"abuse","deceiver",0
"skydiving","cashew",0
"manipulator","complexion",0
"tone","lakota",0
"allegory","armyworm",0
"devotee","condemnation",0
"scar","windowpane",0
"baby","indenture",0
"seating","comet",0
"cave","dysplasia",0
"fever","alfred",0
"demeanor","roof",0
"indochina","legion",0
"exodus","regulator",0
"sensibility","communist",0
"fatness","dill",0
"freshener","concessioner",0
"planck","fibrillation",0
"ending","thurber",0
"preoccupation","stork",0
"genet","fever",0
"cheese","dilation",0
"burn","drover",0
"maharaja","innuendo",0
"aroma","igloo",0
"hutch","havoc",0
"disturbance","admiral",0
"campaign","yucca",0
"army","rousseau",0
"bonding","cattleman",0
"society","chimney",0
"initialism","wedgie",0
"airflow","antelope",0
"divergence","hearst",0
"cab","hug",0
"airing","upright",0
"patriot","menage",0
"diver","refund",0
"baggage","commercial",0
"licence","televangelist",0
"health","nepalese",0
"vigilantism","burnside",0
"satiety","highway",0
"fidelity","tasmania",0
"causa","car",0
"fiji","fusillade",0
"evening","newsstand",0
"selling","bouillon",0
"judicature","riff",0
"dublin","ode",0
"abolitionist","tribulus",0
"pickle","robe",0
"exporting","ant",0
"withdrawal","amphetamine",0
"crayon","cupid",0
"liverwort","whirlpool",0
"contingent","plating",0
"maisonette","dissimulation",0
"inventiveness","loosestrife",0
"vanity","daughter",0
"nonexistence","brae",0
"slaveholding","private",0
"income","alga",0
"bullfinch","tragicomedy",0
"unison","shortcake",0
"unkindness","cleric",0
"bowler","anaphora",0
"shaper","gospel",0
"hundred","scrotum",0
"smallness","grouse",0
"closeness","pane",0
"equivalence","mildew",0
"aroma","starboard",0
"coal","word",0
"sense","scenery",0
"intensity","cucumber",0
"revolution","defendant",0
"roar","inmate",0
"ahimsa","gloucester",0
"beckett","prominence",0
"fellowship","automat",0
"flesh","coursework",0
"longfellow","alms",0
"epilepsy","joystick",0
"commission","cope",0
"present","widower",0
"compactness","needle",0
"tocharian","canton",0
"calamity","butternut",0
"recommendation","decor",0
"liver","feud",0
"sociability","cockcroft",0
"syndicalist","booking",0
"solzhenitsyn","magic",0
"contributor","treatment",0
"divinity","essene",0
"democrat","papers",0
"tosser","morpheme",0
"ness","discussion",0
"fan","conversation",0
"obligation","suspect",0
"broadening","thriller",0
"camden","cleansing",0
"masturbator","finance",0
"italian","baddie",0
"baffle","foretaste",0
"expenditure","tamm",0
"recording","spook",0
"palgrave","dissimulation",0
"slipper","move",0
"leonard","fever",0
"marx","enforcement",0
"legislation","riviera",0
"classical","miniver",0
"blackboard","censoring",0
"harmonization","redwing",0
"birdseed","external",0
"intolerance","mom",0
"wound","submersible",0
"specialist","hieroglyphic",0
"daring","merganser",0
"aliyah","thick",0
"cyberpunk","doomsday",0
"transcriber","apnea",0
"anatomical","strap",0
"interview","lunch",0
"affinity","teheran",0
"bondholder","scrape",0
"lost","elder",0
"gospel","premix",0
"spectacles","nereus",0
"interconnection","whiteout",0
"printing","cornstarch",0
"fermat","halloween",0
"helper","unicef",0
"inaction","fiji",0
"intolerance","nursery",0
"tragedy","strachey",0
"tubman","solanum",0
"dashboard","disavowal",0
"similarity","swimsuit",0
"topic","creek",0
"duffer","tenderness",0
"greeter","bioscience",0
"backbone","thirteen",0
"assessment","portable",0
"provision","fennel",0
"hypoxia","diltiazem",0
"praise","groundnut",0
"chemoreceptor","gallon",0
"statement","professional",0
"hemline","hammering",0
"tragedy","wausau",0
"locomotion","whistleblower",0
"humidity","gymnosperm",0
"bisexual","rehabilitation",0
"workingman","payment",0
"variance","waterproof",0
"slipstream","devotion",0
"oodles","vet",0
"ringside","pane",0
"consistency","lockman",0
"carbohydrate","nausea",0
"biologist","wrinkle",0
"merrymaking","spool",0
"xenolith","leu",0
"thumb","fiction",0
"teuton","gumption",0
"quail","overestimation",0
"outsider","intangible",0
"repertory","breakfast",0
"marginality","diagram",0
"ethiopian","trichomoniasis",0
"format","entrepreneur",0
"commendation","researcher",0
"loop","riches",0
"receipt","reactor",0
"chart","sister",0
"accumulator","festival",0
"koruna","vesicle",0
"rate","stevenson",0
"technologist","veneration",0
"sinclair","insinuation",0
"idleness","noguchi",0
"diplomacy","farm",0
"downer","poundage",0
"athens","stench",0
"contradiction","swimmer",0
"inadequacy","diffuser",0
"donation","caravaggio",0
"catholic","thrombophlebitis",0
"sill","renaissance",0
"intuition","beaumont",0
"wart","precipice",0
"readiness","namur",0
"nostalgia","bassoon",0
"wells","relish",0
"stupid","banking",0
"kruger","cupid",0
"matriarch","doomsday",0
"winter","feline",0
"abstinence","footman",0
"awkwardness","spaghetti",0
"odor","ass",0
"improver","fighting",0
"amp","chapeau",0
"irradiation","instrumentalist",0
"mermaid","ruminant",0
"sadness","laboratory",0
"nonexistence","stockade",0
"divisor","classicist",0
"iceberg","argumentation",0
"flexibility","xenograft",0
"abductor","cheque",0
"rut","margarine",0
"preoccupation","neuroleptic",0
"couturier","freemasonry",0
"crease","lysimachus",0
"snap","globulin",0
"portability","trappings",0
"cleveland","gastrostomy",0
"embarrassment","monger",0
"earth","elasticity",0
"immunity","telecom",0
"inadequacy","dahl",0
"enfranchisement","speculator",0
"junky","lust",0
"offer","taxman",0
"burner","calling",0
"thirst","anteroom",0
"padding","noise",0
"brat","chimera",0
"lease","equipment",0
"grapheme","proscenium",0
"gentleman","conservation",0
"widower","prejudice",0
"business","antacid",0
"clearness","damascus",0
"companionship","nominator",0
"wrangler","requisition",0
"conclusion","hemoglobin",0
"anatomical","palestinian",0
"width","born",0
"payment","dandelion",0
"navy","predator",0
"burgomaster","logarithm",0
"subversion","cycad",0
"hunter","invasion",0
"pen","gardening",0
"powerlessness","foreigner",0
"specter","deltoid",0
"news","tangier",0
"gassing","tellus",0
"paseo","conservation",0
"occultist","shortsightedness",0
"injury","blueberry",0
"capri","weirdness",0
"precedent","beggar",0
"sigh","peasant",0
"wrinkle","antibody",0
"bellflower","shinny",0
"zone","share",0
"smile","bennington",0
"affliction","seller",0
"immunosuppressant","meningitis",0
"delinquency","lodger",0
"dialog","oat",0
"chelation","epic",0
"lidocaine","donation",0
"ostracism","talbot",0
"canto","arbovirus",0
"foodie","conference",0
"yesterday","bookseller",0
"ignorance","prague",0
"cheerleader","inquiry",0
"leucocyte","dphil",0
"intelligence","constable",0
"subordination","passerine",0
"clown","decree",0
"fallibility","mane",0
"addiction","angler",0
"loop","concert",0
"friend","traffic",0
"awe","julian",0
"apprehension","harasser",0
"felicity","robe",0
"declarer","bash",0
"doer","misconception",0
"clonidine","recompense",0
"chunk","epaulet",0
"jacob","highschool",0
"holding","pendulum",0
"appraisal","periscope",0
"movement","assistant",0
"size","tiffany",0
"insured","curling",0
"leveling","moat",0
"preference","oligosaccharide",0
"fitzgerald","orison",0
"zoologist","erythema",0
"server","apprehension",0
"nursery","arrogance",0
"rhyme","gorilla",0
"ream","inlay",0
"gasbag","injury",0
"conflict","virtuoso",0
"falsity","farm",0
"sympathizer","arithmetic",0
"hen","overestimate",0
"shame","cereal",0
